aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,composition,compound,density,energy_atom,enthalpy_atom,natoms,spin_atom,geometry,positions_fractional,Egap,Egap_type,spinD,valence_cell_iupac,ael_bulk_modulus_vrh,ael_debye_temperature,ael_poisson_ratio,ael_shear_modulus_vrh,ael_youngs_modulus_vrh,agl_debye,agl_thermal_conductivity_300K,agl_thermal_expansion_300K
"a,x4","10.5876,0.407634",aflow:98284134b8c2cfdc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7Sn2_ICSD_162368,"4,14,4",Dy4O14Sn4,7.54821,-7.10839,-7.10839,22,0.0,"7.48659,7.48659,7.48659,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0.0923656, 0.592366, 0.657634],[0.657634, 0.157634, 0.0923656],[0.657634, 0.592366, 0.657634],[0.0923656, 0.157634, 0.0923656],[0.657634, 0.592366, 0.0923656],[0.0923656, 0.157634, 0.657634],[0.907634, 0.842366, 0.907634],[0.342366, 0.407634, 0.342366],[0.342366, 0.842366, 0.907634],[0.907634, 0.407634, 0.342366],[0.342366, 0.407634, 0.907634],[0.907634, 0.842366, 0.342366],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0]",2.2117,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,,,,,,,,
"a,x4","10.4782,0.414666",aflow:9985133e032e8bb7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Mo2O7_ICSD_159776,"4,4,14",Gd4Mo4O14,7.14056,-9.80196,-9.80196,22,1.06423,"7.4092,7.4092,7.4092,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5],[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.914666, 0.414666, 0.335334],[0.335334, 0.835334, 0.914666],[0.335334, 0.414666, 0.914666],[0.914666, 0.835334, 0.335334],[0.335334, 0.414666, 0.335334],[0.914666, 0.835334, 0.914666],[0.0853341, 0.164666, 0.664666],[0.664666, 0.585334, 0.0853341],[0.664666, 0.164666, 0.0853341],[0.0853341, 0.585334, 0.664666],[0.664666, 0.585334, 0.664666],[0.0853341, 0.164666, 0.0853341],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625]",0.0,metal,"7,6.996,7,7.004,-1.102,-1.021,-1.106,-1.187,0.01,-0.009,-0.035,-0.035,-0.031,-0.01,-0.035,-0.035,-0.009,0.01,-0.031,-0.01,-0.04,-0.04",64.0,,,,,,,,
"a,x4","10.8842,0.417024",aflow:9989cc43749eca33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_168597,"4,14,4",Ce4O14Zr4,5.92074,-9.00725,-9.00725,22,0.18181,"7.69627,7.69627,7.69627,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0, 0.5, 0],[0, 0, 0.5],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0.582976, 0.0829757, 0.667024],[0.167024, 0.667024, 0.0829757],[0.582976, 0.667024, 0.0829757],[0.167024, 0.0829757, 0.667024],[0.582976, 0.667024, 0.667024],[0.167024, 0.0829757, 0.0829757],[0.832976, 0.917024, 0.332976],[0.417024, 0.332976, 0.917024],[0.832976, 0.332976, 0.917024],[0.417024, 0.917024, 0.332976],[0.417024, 0.332976, 0.332976],[0.832976, 0.917024, 0.917024],[0, 0, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.5, 0.5, 0]",3.0183,insulator-direct,"0.974,0.975,0.975,0.975,-0.017,-0.017,-0.003,-0.002,-0.003,-0.002,-0.003,-0.003,-0.002,-0.003,-0.002,-0.003,-0.003,-0.003,-0.001,-0.001,-0.001,-0.001",60.0,,,,,,,,
"a,x4","10.4773,0.835642",aflow:99c264e2a06a03e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Mo2O7_ICSD_159777,"4,4,14",Gd4Mo4O14,7.14243,-9.80201,-9.80201,22,1.22886,"7.40856,7.40856,7.40856,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0],[0.664358, 0.0856425, 0.664358],[0.0856425, 0.664358, 0.0856425],[0.0856425, 0.664358, 0.664358],[0.664358, 0.0856425, 0.0856425],[0.664358, 0.664358, 0.0856425],[0.0856425, 0.0856425, 0.664358],[0.335642, 0.914358, 0.914358],[0.914358, 0.335642, 0.335642],[0.914358, 0.335642, 0.914358],[0.335642, 0.914358, 0.335642],[0.335642, 0.335642, 0.914358],[0.914358, 0.914358, 0.335642],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375]",0.0,metal,"7.001,7.003,7.005,7.003,-0.347,-0.321,-0.295,-0.321,0.005,0.005,-0.002,-0.002,0.007,0.006,-0.002,-0.002,0.005,0.005,0.007,0.006,-0.028,-0.028",64.0,,,,,,,,
"a,x4","10.5171,0.823293",aflow:9aafb282b4f515eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Hg2Ni2O1_ICSD_27329,"12,4,4,2",F12Hg4Ni4O2,7.40622,-3.7182,-3.7182,22,0.363725,"7.4367,7.4367,7.4367,60,60,60","[0.926707, 0.323293, 0.323293],[0.323293, 0.926707, 0.926707],[0.323293, 0.926707, 0.323293],[0.926707, 0.323293, 0.926707],[0.323293, 0.323293, 0.926707],[0.926707, 0.926707, 0.323293],[0.0732932, 0.676707, 0.0732932],[0.676707, 0.0732932, 0.676707],[0.676707, 0.0732932, 0.0732932],[0.0732932, 0.676707, 0.676707],[0.676707, 0.676707, 0.0732932],[0.0732932, 0.0732932, 0.676707],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625]",0.8455,insulator-direct_spin-polarized,"0.057,0.057,0.056,0.056,0.056,0.055,0.056,0.056,0.057,0.057,0.056,0.055,-0.001,-0.001,-0.001,-0.001,1.816,1.816,1.816,1.816,-0.002,-0.002",48.0,,,,,,,,
"a,x4","10.0903,0.423592",aflow:9aa441c460318dd7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Tl2_ICSD_56515,"4,14,4",Mn4O14Tl4,8.15424,-5.97745,-5.97745,22,0.545616,"7.13495,7.13495,7.13495,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.673592, 0.0764081, 0.576408],[0.0764081, 0.673592, 0.173592],[0.673592, 0.673592, 0.576408],[0.0764081, 0.0764081, 0.173592],[0.0764081, 0.673592, 0.576408],[0.673592, 0.0764081, 0.173592],[0.923592, 0.923592, 0.826408],[0.326408, 0.326408, 0.423592],[0.923592, 0.326408, 0.826408],[0.326408, 0.923592, 0.423592],[0.923592, 0.326408, 0.423592],[0.326408, 0.923592, 0.826408],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0]",0.0,half-metal,"3.279,3.268,3.289,3.279,-0.141,-0.141,-0.135,-0.135,-0.139,-0.139,-0.135,-0.135,-0.141,-0.141,-0.139,-0.139,0.089,0.089,0.045,0.045,0.045,0.045",68.0,155.878,431.912,0.29611,73.5629,190.691,426.959,1.85878,6.03319e-05
"a,x4","10.312,0.829393",aflow:9c9e0ffac33bc002,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Ti2_ICSD_164024,"4,14,4",Gd4O14Ti4,6.32746,-9.9162,-9.9162,22,1.27276,"7.29167,7.29167,7.29167,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.670607, 0.0793933, 0.670607],[0.0793933, 0.670607, 0.0793933],[0.0793933, 0.670607, 0.670607],[0.670607, 0.0793933, 0.0793933],[0.670607, 0.670607, 0.0793933],[0.0793933, 0.0793933, 0.670607],[0.329393, 0.920607, 0.920607],[0.920607, 0.329393, 0.329393],[0.920607, 0.329393, 0.920607],[0.329393, 0.920607, 0.329393],[0.329393, 0.329393, 0.920607],[0.920607, 0.920607, 0.329393],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0]",3.2703,insulator-indirect_spin-polarized,"7.009,7.01,7.011,7.01,-0.013,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.013,-0.014,-0.014,-0.041,-0.041,-0.005,-0.005,-0.005,-0.005",56.0,,,,,,,,
"a,x4","10.4053,0.837561",aflow:9c6ccde385a7b917,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo2O7Tb2_ICSD_159770,"4,14,4",Mo4O14Tb4,7.33112,-8.16049,-8.16049,22,0.363634,"7.35769,7.35769,7.35769,60,60,60","[0, 0, 0],[0.5, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.662439, 0.662439, 0.0875606],[0.0875606, 0.0875606, 0.662439],[0.662439, 0.0875606, 0.662439],[0.0875606, 0.662439, 0.0875606],[0.0875606, 0.662439, 0.662439],[0.662439, 0.0875606, 0.0875606],[0.912439, 0.337561, 0.912439],[0.337561, 0.912439, 0.337561],[0.912439, 0.912439, 0.337561],[0.337561, 0.337561, 0.912439],[0.912439, 0.337561, 0.337561],[0.337561, 0.912439, 0.912439],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0]",0.0,half-metal,"1.887,1.889,1.886,1.891,-0.019,-0.031,-0.003,-0.015,0.009,0.009,-0.015,-0.003,-0.031,-0.019,0.009,0.009,-0.001,-0.001,0.023,0.021,0.022,0.022",68.0,,,,,,,,
"a,x4","10.8212,0.834634",aflow:9da40989a3a17b79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Zr2_ICSD_62794,"4,14,4",Nd4O14Zr4,6.11117,-9.29555,-9.29555,22,0.545454,"7.65171,7.65171,7.65171,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.0846339, 0.665366, 0.165366],[0.665366, 0.0846339, 0.584634],[0.0846339, 0.0846339, 0.165366],[0.665366, 0.665366, 0.584634],[0.665366, 0.0846339, 0.165366],[0.0846339, 0.665366, 0.584634],[0.334634, 0.334634, 0.415366],[0.915366, 0.915366, 0.834634],[0.334634, 0.915366, 0.415366],[0.915366, 0.334634, 0.834634],[0.334634, 0.915366, 0.834634],[0.915366, 0.334634, 0.415366],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]",3.3198,insulator-indirect,"2.968,2.968,2.968,2.968,-0.039,-0.039,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.003,-0.003,-0.002,-0.003",60.0,,,,,,,,
"a,x4","10.1684,0.417113",aflow:9ecd1f8a22e8be6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er2O7Ti2_ICSD_24152,"4,14,4",Er4O14Ti4,6.85219,-8.27536,-8.27536,22,0.0,"7.19017,7.19017,7.19017,60,60,60","[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0],[0.875, 0.875, 0.875],[0.125, 0.125, 0.125],[0.167113, 0.582887, 0.582887],[0.582887, 0.167113, 0.167113],[0.582887, 0.582887, 0.167113],[0.167113, 0.167113, 0.582887],[0.582887, 0.167113, 0.582887],[0.167113, 0.582887, 0.167113],[0.832887, 0.832887, 0.417113],[0.417113, 0.417113, 0.832887],[0.417113, 0.832887, 0.832887],[0.832887, 0.417113, 0.417113],[0.417113, 0.832887, 0.417113],[0.832887, 0.417113, 0.832887],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5]",3.1078,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.1113,0.83119",aflow:9eca8167a44d332a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7V2_ICSD_160864,"4,14,4",Dy4O14V4,6.92481,-8.20286,-8.20286,22,0.18181,"7.14978,7.14978,7.14978,60,60,60","[0, 0, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.33119, 0.41881, 0.83119],[0.91881, 0.83119, 0.41881],[0.33119, 0.83119, 0.41881],[0.91881, 0.41881, 0.83119],[0.33119, 0.41881, 0.41881],[0.91881, 0.83119, 0.83119],[0.0811897, 0.58119, 0.16881],[0.66881, 0.16881, 0.58119],[0.0811897, 0.16881, 0.58119],[0.66881, 0.58119, 0.16881],[0.66881, 0.58119, 0.58119],[0.0811897, 0.16881, 0.16881],[0.625, 0.125, 0.125],[0.375, 0.875, 0.875],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0]",0.8105,insulator-indirect,"0.006,0.005,0.006,0.006,-0.027,-0.027,-0.029,-0.028,-0.025,-0.025,-0.028,-0.029,-0.027,-0.027,-0.025,-0.025,0,0,1.034,1.045,1.04,1.04",64.0,,,,,,,,
"a,x4","10.2395,0.830967",aflow:9fdfbb4bc6e77c79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_157667,"14,4,4",O14Ti4Y4,4.7715,-8.5956,-8.5956,22,0.0,"7.24039,7.24039,7.24039,60,60,60","[0.330967, 0.330967, 0.419033],[0.919033, 0.919033, 0.830967],[0.330967, 0.919033, 0.419033],[0.919033, 0.330967, 0.830967],[0.919033, 0.330967, 0.419033],[0.330967, 0.919033, 0.830967],[0.0809667, 0.669033, 0.169033],[0.669033, 0.0809667, 0.580967],[0.0809667, 0.0809667, 0.169033],[0.669033, 0.669033, 0.580967],[0.0809667, 0.669033, 0.580967],[0.669033, 0.0809667, 0.169033],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0]",3.2885,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","9.8712,0.417115",aflow:9f31bed129498812,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In2Mn2O7_ICSD_56517,"4,4,14",In4Mn4O14,6.23585,-6.46156,-6.46156,22,0.545243,"6.98001,6.98001,6.98001,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5],[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.917115, 0.417115, 0.332885],[0.332885, 0.832885, 0.917115],[0.332885, 0.417115, 0.917115],[0.917115, 0.832885, 0.332885],[0.332885, 0.417115, 0.332885],[0.917115, 0.832885, 0.917115],[0.0828847, 0.167115, 0.667115],[0.667115, 0.582885, 0.0828847],[0.667115, 0.167115, 0.0828847],[0.0828847, 0.582885, 0.667115],[0.667115, 0.582885, 0.667115],[0.0828847, 0.167115, 0.0828847],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625]",1.2881,insulator-indirect_spin-polarized,"0.043,0.043,0.043,0.042,3.244,3.25,3.244,3.237,-0.117,-0.116,-0.117,-0.117,-0.117,-0.118,-0.117,-0.117,-0.116,-0.117,-0.117,-0.118,0.036,0.036",68.0,,,,,,,,
"a,x4","10.4522,0.422804",aflow:a017fe3de251aa22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2Ir2O7_ICSD_173948,"4,4,14",Eu4Ir4O14,9.31119,-7.71373,-7.71373,22,1.27777,"7.39079,7.39079,7.39079,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.672804, 0.0771961, 0.577196],[0.0771961, 0.672804, 0.172804],[0.672804, 0.672804, 0.577196],[0.0771961, 0.0771961, 0.172804],[0.0771961, 0.672804, 0.577196],[0.672804, 0.0771961, 0.172804],[0.922804, 0.922804, 0.827196],[0.327196, 0.327196, 0.422804],[0.922804, 0.327196, 0.827196],[0.327196, 0.922804, 0.422804],[0.922804, 0.327196, 0.422804],[0.327196, 0.922804, 0.827196]",0.0,metal,"6.603,6.676,6.54,6.606,0.36,0.405,0.31,0.358,-0.268,-0.268,0.033,0.033,0.027,0.013,0.025,0.039,0.013,0.027,0.033,0.033,0.025,0.039",72.0,,,,,,,,
"a,x4","10.2399,0.41914",aflow:a1126e8383f6aa72,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_83593,"14,4,4",O14Ti4Y4,4.77089,-8.5956,-8.5956,22,0.0,"7.24069,7.24069,7.24069,60,60,60","[0.91914, 0.41914, 0.33086],[0.33086, 0.83086, 0.91914],[0.33086, 0.41914, 0.91914],[0.91914, 0.83086, 0.33086],[0.33086, 0.41914, 0.33086],[0.91914, 0.83086, 0.91914],[0.0808598, 0.16914, 0.66914],[0.66914, 0.58086, 0.0808598],[0.66914, 0.16914, 0.0808598],[0.0808598, 0.58086, 0.66914],[0.66914, 0.58086, 0.66914],[0.0808598, 0.16914, 0.0808598],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5]",3.292,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.2397,0.419043",aflow:a12e453fee27822e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_164023,"14,4,4",O14Ti4Y4,4.77117,-8.5956,-8.5956,22,0.0,"7.24055,7.24055,7.24055,60,60,60","[0.330957, 0.919043, 0.419043],[0.919043, 0.330957, 0.830957],[0.919043, 0.330957, 0.419043],[0.330957, 0.919043, 0.830957],[0.330957, 0.330957, 0.419043],[0.919043, 0.919043, 0.830957],[0.669043, 0.0809567, 0.169043],[0.0809567, 0.669043, 0.580957],[0.0809567, 0.669043, 0.169043],[0.669043, 0.0809567, 0.580957],[0.669043, 0.669043, 0.580957],[0.0809567, 0.0809567, 0.169043],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]",3.2886,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.9563,0.418728",aflow:a28b0cbd44db0558,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_159321,"4,14,4",La4O14Zr4,5.78001,-8.9601,-8.9601,22,0.0,"7.74729,7.74729,7.74729,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0.918728, 0.331272, 0.418728],[0.331272, 0.918728, 0.831272],[0.331272, 0.331272, 0.418728],[0.918728, 0.918728, 0.831272],[0.331272, 0.918728, 0.418728],[0.918728, 0.331272, 0.831272],[0.0812717, 0.0812717, 0.168728],[0.668728, 0.668728, 0.581272],[0.668728, 0.0812717, 0.168728],[0.0812717, 0.668728, 0.581272],[0.668728, 0.0812717, 0.581272],[0.0812717, 0.668728, 0.168728],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5]",3.8107,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.3144,0.420781",aflow:a232fbc50917714c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Ti2_ICSD_188552,"4,14,4",Gd4O14Ti4,6.32305,-9.91622,-9.91622,22,1.27275,"7.29337,7.29337,7.29337,60,60,60","[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0],[0.875, 0.875, 0.875],[0.125, 0.125, 0.125],[0.170781, 0.579219, 0.579219],[0.579219, 0.170781, 0.170781],[0.579219, 0.579219, 0.170781],[0.170781, 0.170781, 0.579219],[0.579219, 0.170781, 0.579219],[0.170781, 0.579219, 0.170781],[0.829219, 0.829219, 0.420781],[0.420781, 0.420781, 0.829219],[0.420781, 0.829219, 0.829219],[0.829219, 0.420781, 0.420781],[0.420781, 0.829219, 0.420781],[0.829219, 0.420781, 0.829219],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5]",3.2742,insulator-indirect_spin-polarized,"7.009,7.01,7.01,7.011,-0.041,-0.041,-0.014,-0.014,-0.014,-0.014,-0.014,-0.013,-0.014,-0.014,-0.014,-0.014,-0.014,-0.013,-0.005,-0.005,-0.005,-0.005",56.0,,,,,,,,
"a,x4","10.6036,0.408219",aflow:a32fb6036a82925f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_157673,"14,4,4",O14Sn4Y4,5.87408,-7.43094,-7.43094,22,0.0,"7.4979,7.4979,7.4979,60,60,60","[0.908219, 0.408219, 0.341781],[0.341781, 0.841781, 0.908219],[0.341781, 0.408219, 0.908219],[0.908219, 0.841781, 0.341781],[0.341781, 0.408219, 0.341781],[0.908219, 0.841781, 0.908219],[0.091781, 0.158219, 0.658219],[0.658219, 0.591781, 0.091781],[0.658219, 0.158219, 0.091781],[0.091781, 0.591781, 0.658219],[0.658219, 0.591781, 0.658219],[0.091781, 0.158219, 0.091781],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5]",2.2513,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.3429,0.822003",aflow:a6fc371b690c26a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155762,"4,14,4",Cd4O14Os4,8.61127,-5.83499,-5.83499,22,0.544944,"7.31351,7.31351,7.31351,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.322003, 0.322003, 0.427997],[0.927997, 0.927997, 0.822003],[0.322003, 0.927997, 0.427997],[0.927997, 0.322003, 0.822003],[0.927997, 0.322003, 0.427997],[0.322003, 0.927997, 0.822003],[0.0720033, 0.677997, 0.177997],[0.677997, 0.0720033, 0.572003],[0.0720033, 0.0720033, 0.177997],[0.677997, 0.677997, 0.572003],[0.0720033, 0.677997, 0.572003],[0.677997, 0.0720033, 0.177997],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",0.0,metal,"0.032,0.033,0.032,0.032,0.167,0.148,0.189,0.189,0.165,0.184,0.189,0.189,0.148,0.167,0.165,0.184,0.121,0.121,2.288,2.273,2.289,2.304",68.0,,,,,,,,
"a,x4","10.0876,0.423553",aflow:a619d734be29cc82,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Tl2_ICSD_83268,"4,14,4",Mn4O14Tl4,8.16099,-5.97745,-5.97745,22,0.545629,"7.13298,7.13298,7.13298,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.673553, 0.0764469, 0.576447],[0.0764469, 0.673553, 0.173553],[0.673553, 0.673553, 0.576447],[0.0764469, 0.0764469, 0.173553],[0.0764469, 0.673553, 0.576447],[0.673553, 0.0764469, 0.173553],[0.923553, 0.923553, 0.826447],[0.326447, 0.326447, 0.423553],[0.923553, 0.326447, 0.826447],[0.326447, 0.923553, 0.423553],[0.923553, 0.326447, 0.423553],[0.326447, 0.923553, 0.826447],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0]",0.0,half-metal,"3.277,3.266,3.288,3.278,0.089,0.089,-0.14,-0.14,-0.135,-0.134,-0.138,-0.138,-0.134,-0.135,-0.14,-0.14,-0.138,-0.138,0.045,0.045,0.045,0.045",68.0,,,,,,,,
"a,x3,x4","13.0352,0.223713,0.27574",aflow:a70e48dd771ddfc6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C4Cd1K2N4_ICSD_168524,"8,2,4,8",C8Cd2K4N8,1.76739,-6.69056,-6.69056,22,0.0,"9.21729,9.21729,9.21729,60,60,60","[0.223713, 0.223713, 0.223713],[0.223713, 0.223713, 0.828862],[0.223713, 0.828862, 0.223713],[0.828862, 0.223713, 0.223713],[0.776287, 0.776287, 0.171138],[0.776287, 0.776287, 0.776287],[0.776287, 0.171138, 0.776287],[0.171138, 0.776287, 0.776287],[0.125, 0.125, 0.125],[0.875, 0.875, 0.875],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.27574, 0.27574, 0.27574],[0.27574, 0.27574, 0.672779],[0.27574, 0.672779, 0.27574],[0.672779, 0.27574, 0.27574],[0.72426, 0.72426, 0.327221],[0.72426, 0.72426, 0.72426],[0.72426, 0.327221, 0.72426],[0.327221, 0.72426, 0.72426]",5.9833,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",80.0,,,,,,,,
