aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,compound,geometry,positions_fractional
"a,x4","10.474,0.835734",aflow:56e85df50d5b92c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Mo2O7_ICSD_159775,Gd4Mo4O14,"7.40623,7.40623,7.40623,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.335734, 0.335734, 0.414266],[0.914266, 0.914266, 0.835734],[0.335734, 0.914266, 0.414266],[0.914266, 0.335734, 0.835734],[0.914266, 0.335734, 0.414266],[0.335734, 0.914266, 0.835734],[0.0857339, 0.664266, 0.164266],[0.664266, 0.0857339, 0.585734],[0.0857339, 0.0857339, 0.164266],[0.664266, 0.664266, 0.585734],[0.0857339, 0.664266, 0.585734],[0.664266, 0.0857339, 0.164266],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]"
"a,x4","10.4531,0.817256",aflow:56b0c1126a7390fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159794,Hg4O14Os4,"7.39147,7.39147,7.39147,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.317256, 0.317256, 0.432744],[0.932744, 0.932744, 0.817256],[0.317256, 0.932744, 0.432744],[0.932744, 0.317256, 0.817256],[0.932744, 0.317256, 0.432744],[0.317256, 0.932744, 0.817256],[0.0672561, 0.682744, 0.182744],[0.682744, 0.0672561, 0.567256],[0.0672561, 0.0672561, 0.182744],[0.682744, 0.682744, 0.567256],[0.0672561, 0.682744, 0.567256],[0.682744, 0.0672561, 0.182744],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.7485,0.437578",aflow:56428d5401825d75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nb2O7Sn2_ICSD_163817,Nb4O14Sn4,"7.60031,7.60031,7.60031,60,60,60","[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.937578, 0.437578, 0.312422],[0.312422, 0.812422, 0.937578],[0.312422, 0.437578, 0.937578],[0.937578, 0.812422, 0.312422],[0.312422, 0.437578, 0.312422],[0.937578, 0.812422, 0.937578],[0.0624224, 0.187578, 0.687578],[0.687578, 0.562422, 0.0624224],[0.687578, 0.187578, 0.0624224],[0.0624224, 0.562422, 0.687578],[0.687578, 0.562422, 0.687578],[0.0624224, 0.187578, 0.0624224],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5]"
"a,x4","10.605,0.840556",aflow:574859fb725b71ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Y2Zr2_ICSD_153818,O14Y4Zr4,"7.49889,7.49889,7.49889,60,60,60","[0.659444, 0.659444, 0.590556],[0.0905558, 0.0905558, 0.159444],[0.0905558, 0.659444, 0.590556],[0.659444, 0.0905558, 0.159444],[0.659444, 0.0905558, 0.590556],[0.0905558, 0.659444, 0.159444],[0.340556, 0.909444, 0.840556],[0.909444, 0.340556, 0.409444],[0.909444, 0.909444, 0.840556],[0.340556, 0.340556, 0.409444],[0.340556, 0.909444, 0.409444],[0.909444, 0.340556, 0.840556],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0.5, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5]"
"a,x4","10.8791,0.431187",aflow:580527b50331e5ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Hg2Ni2S1_ICSD_166545,F12Hg4Ni4S2,"7.6927,7.6927,7.6927,60,60,60","[0.568813, 0.681187, 0.068813],[0.181187, 0.068813, 0.681187],[0.568813, 0.681187, 0.681187],[0.181187, 0.068813, 0.068813],[0.568813, 0.068813, 0.681187],[0.181187, 0.681187, 0.068813],[0.818813, 0.931187, 0.931187],[0.431187, 0.318813, 0.318813],[0.818813, 0.931187, 0.318813],[0.431187, 0.318813, 0.931187],[0.431187, 0.931187, 0.318813],[0.818813, 0.318813, 0.931187],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0, 0.5, 0],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.125, 0.625, 0.625],[0.875, 0.375, 0.375]"
"a,x4","10.3939,0.829863",aflow:5882443e36213ebb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ru2_ICSD_161102,Bi4O14Ru4,"7.34963,7.34963,7.34963,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.329863, 0.329863, 0.420137],[0.920137, 0.920137, 0.829863],[0.329863, 0.920137, 0.420137],[0.920137, 0.329863, 0.829863],[0.920137, 0.329863, 0.420137],[0.329863, 0.920137, 0.829863],[0.0798633, 0.670137, 0.170137],[0.670137, 0.0798633, 0.579863],[0.0798633, 0.0798633, 0.170137],[0.670137, 0.670137, 0.579863],[0.0798633, 0.670137, 0.579863],[0.670137, 0.0798633, 0.170137],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.5508,0.876173",aflow:5c939a2366507ada,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Zr2_ICSD_261758,Gd4O14Zr4,"7.46054,7.46054,7.46054,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0.373827, 0.376173, 0.876173],[0.876173, 0.873827, 0.373827],[0.373827, 0.376173, 0.373827],[0.876173, 0.873827, 0.876173],[0.876173, 0.376173, 0.373827],[0.373827, 0.873827, 0.876173],[0.123827, 0.126173, 0.123827],[0.626173, 0.623827, 0.626173],[0.123827, 0.126173, 0.626173],[0.626173, 0.623827, 0.123827],[0.123827, 0.623827, 0.626173],[0.626173, 0.126173, 0.123827],[0.125, 0.625, 0.125],[0.875, 0.375, 0.875],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0, 0.5, 0.5]"
"a,x4","10.563,0.843012",aflow:5f7286e5bbc992cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho2O7Sn2_ICSD_84748,Ho4O14Sn4,"7.46914,7.46914,7.46914,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.343012, 0.343012, 0.406988],[0.906988, 0.906988, 0.843012],[0.343012, 0.906988, 0.406988],[0.906988, 0.343012, 0.843012],[0.906988, 0.343012, 0.406988],[0.343012, 0.906988, 0.843012],[0.0930119, 0.656988, 0.156988],[0.656988, 0.0930119, 0.593012],[0.0930119, 0.0930119, 0.156988],[0.656988, 0.656988, 0.593012],[0.0930119, 0.656988, 0.593012],[0.656988, 0.0930119, 0.156988],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.5943,0.835488",aflow:5f18888e5af5d54c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Hf2O7_ICSD_236213,Gd4Hf4O14,"7.49133,7.49133,7.49133,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.335488, 0.335488, 0.414512],[0.914512, 0.914512, 0.835488],[0.335488, 0.914512, 0.414512],[0.914512, 0.335488, 0.835488],[0.914512, 0.335488, 0.414512],[0.335488, 0.914512, 0.835488],[0.0854876, 0.664512, 0.164512],[0.664512, 0.0854876, 0.585488],[0.0854876, 0.0854876, 0.164512],[0.664512, 0.664512, 0.585488],[0.0854876, 0.664512, 0.585488],[0.664512, 0.0854876, 0.164512],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]"
"a,x4","10.4531,0.43274",aflow:5f84d645ff5d211c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159795,Hg4O14Os4,"7.39143,7.39143,7.39143,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0.31726, 0.93274, 0.43274],[0.93274, 0.31726, 0.81726],[0.93274, 0.31726, 0.43274],[0.31726, 0.93274, 0.81726],[0.31726, 0.31726, 0.43274],[0.93274, 0.93274, 0.81726],[0.68274, 0.0672601, 0.18274],[0.0672601, 0.68274, 0.56726],[0.0672601, 0.68274, 0.18274],[0.68274, 0.0672601, 0.56726],[0.68274, 0.68274, 0.56726],[0.0672601, 0.0672601, 0.18274],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.3439,0.822008",aflow:617c1650c2621b3d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155764,Cd4O14Os4,"7.31423,7.31423,7.31423,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0.677992, 0.677992, 0.0720081],[0.0720081, 0.0720081, 0.677992],[0.677992, 0.0720081, 0.677992],[0.0720081, 0.677992, 0.0720081],[0.0720081, 0.677992, 0.677992],[0.677992, 0.0720081, 0.0720081],[0.927992, 0.322008, 0.927992],[0.322008, 0.927992, 0.322008],[0.927992, 0.927992, 0.322008],[0.322008, 0.322008, 0.927992],[0.927992, 0.322008, 0.322008],[0.322008, 0.927992, 0.927992],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0.5, 0, 0],[0, 0.5, 0],[0, 0, 0.5]"
"a,x4","10.5298,0.832063",aflow:646ccd3a29e844e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Pt2_ICSD_161104,Bi4O14Pt4,"7.44572,7.44572,7.44572,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.332063, 0.332063, 0.417937],[0.917937, 0.917937, 0.832063],[0.332063, 0.917937, 0.417937],[0.917937, 0.332063, 0.832063],[0.917937, 0.332063, 0.417937],[0.332063, 0.917937, 0.832063],[0.0820631, 0.667937, 0.167937],[0.667937, 0.0820631, 0.582063],[0.0820631, 0.0820631, 0.167937],[0.667937, 0.667937, 0.582063],[0.0820631, 0.667937, 0.582063],[0.667937, 0.0820631, 0.167937],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.4069,0.412518",aflow:647ebaa8849028fd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo2O7Tb2_ICSD_159773,Mo4O14Tb4,"7.35877,7.35877,7.35877,60,60,60","[0, 0, 0],[0, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.0874821, 0.587482, 0.662518],[0.662518, 0.162518, 0.0874821],[0.662518, 0.587482, 0.662518],[0.0874821, 0.162518, 0.0874821],[0.662518, 0.587482, 0.0874821],[0.0874821, 0.162518, 0.662518],[0.912518, 0.837482, 0.912518],[0.337482, 0.412518, 0.337482],[0.337482, 0.837482, 0.912518],[0.912518, 0.412518, 0.337482],[0.337482, 0.412518, 0.912518],[0.912518, 0.837482, 0.337482],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5]"
"a,x4","10.5504,0.876215",aflow:6643c2cb85a58314,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Zr2_ICSD_185396,Gd4O14Zr4,"7.46023,7.46023,7.46023,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0.876215, 0.373785, 0.376215],[0.373785, 0.876215, 0.873785],[0.373785, 0.373785, 0.376215],[0.876215, 0.876215, 0.873785],[0.373785, 0.876215, 0.376215],[0.876215, 0.373785, 0.873785],[0.123785, 0.123785, 0.126215],[0.626215, 0.626215, 0.623785],[0.626215, 0.123785, 0.126215],[0.123785, 0.626215, 0.623785],[0.626215, 0.123785, 0.623785],[0.123785, 0.626215, 0.126215],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5]"
"a,x4","10.3426,0.42798",aflow:66faa8b1cbf42cfd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155773,Cd4O14Os4,"7.31335,7.31335,7.31335,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0.32202, 0.92798, 0.42798],[0.92798, 0.32202, 0.82202],[0.92798, 0.32202, 0.42798],[0.32202, 0.92798, 0.82202],[0.32202, 0.32202, 0.42798],[0.92798, 0.92798, 0.82202],[0.67798, 0.0720199, 0.17798],[0.0720199, 0.67798, 0.57202],[0.0720199, 0.67798, 0.17798],[0.67798, 0.0720199, 0.57202],[0.67798, 0.67798, 0.57202],[0.0720199, 0.0720199, 0.17798],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.7535,0.412336",aflow:67ce809ba898eca9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2O7Sn2_ICSD_173949,Eu4O14Sn4,"7.6039,7.6039,7.6039,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.337664, 0.912336, 0.412336],[0.912336, 0.337664, 0.837664],[0.912336, 0.337664, 0.412336],[0.337664, 0.912336, 0.837664],[0.337664, 0.337664, 0.412336],[0.912336, 0.912336, 0.837664],[0.662336, 0.0876643, 0.162336],[0.0876643, 0.662336, 0.587664],[0.0876643, 0.662336, 0.162336],[0.662336, 0.0876643, 0.587664],[0.662336, 0.662336, 0.587664],[0.0876643, 0.0876643, 0.162336],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.2786,0.837499",aflow:67f0a9c54eedcaa2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Y2_ICSD_79733,O14Ru4Y4,"7.26807,7.26807,7.26807,60,60,60","[0.662501, 0.0874987, 0.662501],[0.0874987, 0.662501, 0.0874987],[0.0874987, 0.662501, 0.662501],[0.662501, 0.0874987, 0.0874987],[0.662501, 0.662501, 0.0874987],[0.0874987, 0.0874987, 0.662501],[0.337499, 0.912501, 0.912501],[0.912501, 0.337499, 0.337499],[0.912501, 0.337499, 0.912501],[0.337499, 0.912501, 0.337499],[0.337499, 0.337499, 0.912501],[0.912501, 0.912501, 0.337499],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5]"
"a,x4","10.8953,0.817561",aflow:678fbb0abfa6e0dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2F6Hg2S1_ICSD_156368,Cu4F12Hg4S2,"7.70413,7.70413,7.70413,60,60,60","[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0],[0.0675609, 0.682439, 0.682439],[0.682439, 0.0675609, 0.0675609],[0.682439, 0.682439, 0.0675609],[0.0675609, 0.0675609, 0.682439],[0.682439, 0.0675609, 0.682439],[0.0675609, 0.682439, 0.0675609],[0.932439, 0.932439, 0.317561],[0.317561, 0.317561, 0.932439],[0.317561, 0.932439, 0.932439],[0.932439, 0.317561, 0.317561],[0.317561, 0.932439, 0.317561],[0.932439, 0.317561, 0.932439],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375]"
"a,x4","10.6086,0.822831",aflow:683c0548427d5312,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Ti2_ICSD_153816,La4O14Ti4,"7.50138,7.50138,7.50138,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0.677169, 0.677169, 0.572831],[0.0728313, 0.0728313, 0.177169],[0.0728313, 0.677169, 0.572831],[0.677169, 0.0728313, 0.177169],[0.677169, 0.0728313, 0.572831],[0.0728313, 0.677169, 0.177169],[0.322831, 0.927169, 0.822831],[0.927169, 0.322831, 0.427169],[0.927169, 0.927169, 0.822831],[0.322831, 0.322831, 0.427169],[0.322831, 0.927169, 0.427169],[0.927169, 0.322831, 0.822831],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0, 0, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5]"
"a,x4","10.6145,0.408495",aflow:6abe626ad755b27a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_159786,O14Sn4Tb4,"7.50562,7.50562,7.50562,60,60,60","[0.658495, 0.591505, 0.0915053],[0.0915053, 0.158495, 0.658495],[0.0915053, 0.591505, 0.658495],[0.658495, 0.158495, 0.0915053],[0.658495, 0.591505, 0.658495],[0.0915053, 0.158495, 0.0915053],[0.341505, 0.841505, 0.908495],[0.908495, 0.408495, 0.341505],[0.908495, 0.841505, 0.341505],[0.341505, 0.408495, 0.908495],[0.341505, 0.408495, 0.341505],[0.908495, 0.841505, 0.908495],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5],[0.5, 0, 0]"
"a,x4","10.4525,0.817263",aflow:6c673b94bca8e244,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159806,Hg4O14Os4,"7.391,7.391,7.391,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0.432737, 0.317263, 0.317263],[0.817263, 0.932737, 0.932737],[0.432737, 0.317263, 0.932737],[0.817263, 0.932737, 0.317263],[0.432737, 0.932737, 0.317263],[0.817263, 0.317263, 0.932737],[0.182737, 0.0672629, 0.682737],[0.567263, 0.682737, 0.0672629],[0.182737, 0.0672629, 0.0672629],[0.567263, 0.682737, 0.682737],[0.567263, 0.0672629, 0.682737],[0.182737, 0.682737, 0.0672629],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.5, 0, 0]"
"a,x4","10.821,0.834666",aflow:6dcdfe64773582b3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Zr2_ICSD_154754,Nd4O14Zr4,"7.65157,7.65157,7.65157,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.334666, 0.334666, 0.415334],[0.915334, 0.915334, 0.834666],[0.334666, 0.915334, 0.415334],[0.915334, 0.334666, 0.834666],[0.915334, 0.334666, 0.415334],[0.334666, 0.915334, 0.834666],[0.0846657, 0.665334, 0.165334],[0.665334, 0.0846657, 0.584666],[0.0846657, 0.0846657, 0.165334],[0.665334, 0.665334, 0.584666],[0.0846657, 0.665334, 0.584666],[0.665334, 0.0846657, 0.165334],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.5375,0.843816",aflow:6e0cff70171929f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er2O7Sn2_ICSD_82962,Er4O14Sn4,"7.45113,7.45113,7.45113,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0.656184, 0.656184, 0.593816],[0.0938163, 0.0938163, 0.156184],[0.0938163, 0.656184, 0.593816],[0.656184, 0.0938163, 0.156184],[0.656184, 0.0938163, 0.593816],[0.0938163, 0.656184, 0.156184],[0.343816, 0.906184, 0.843816],[0.906184, 0.343816, 0.406184],[0.906184, 0.906184, 0.843816],[0.343816, 0.343816, 0.406184],[0.343816, 0.906184, 0.406184],[0.906184, 0.343816, 0.843816],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0, 0, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5]"
"a,x4","10.8537,0.433001",aflow:6f7b1c9a0527f360,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pb2Sb2_ICSD_27120,O14Pb4Sb4,"7.67471,7.67471,7.67471,60,60,60","[0.5, 0.5, 0.5],[0.75, 0.75, 0.75],[0.191999, 0.191999, 0.808001],[0.808001, 0.808001, 0.191999],[0.191999, 0.808001, 0.808001],[0.808001, 0.191999, 0.191999],[0.808001, 0.191999, 0.808001],[0.191999, 0.808001, 0.191999],[0.441999, 0.0580006, 0.0580006],[0.0580006, 0.441999, 0.441999],[0.441999, 0.441999, 0.0580006],[0.0580006, 0.0580006, 0.441999],[0.441999, 0.0580006, 0.441999],[0.0580006, 0.441999, 0.0580006],[0.625, 0.625, 0.125],[0.125, 0.625, 0.625],[0.625, 0.125, 0.625],[0.625, 0.625, 0.625],[0.125, 0.125, 0.625],[0.625, 0.125, 0.125],[0.125, 0.625, 0.125],[0.125, 0.125, 0.125]"
"a,x4","10.6793,0.417704",aflow:70aae2c237d0db8b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2Hf2O7_ICSD_173953,Eu4Hf4O14,"7.55143,7.55143,7.55143,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.667704, 0.0822961, 0.582296],[0.0822961, 0.667704, 0.167704],[0.667704, 0.667704, 0.582296],[0.0822961, 0.0822961, 0.167704],[0.0822961, 0.667704, 0.582296],[0.667704, 0.0822961, 0.167704],[0.917704, 0.917704, 0.832296],[0.332296, 0.332296, 0.417704],[0.917704, 0.332296, 0.832296],[0.332296, 0.917704, 0.417704],[0.917704, 0.332296, 0.417704],[0.332296, 0.917704, 0.832296]"
"a,x4","10.5508,0.876169",aflow:71652fe0e83ff5b4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Zr2_ICSD_185395,Gd4O14Zr4,"7.46057,7.46057,7.46057,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0.876169, 0.373831, 0.376169],[0.373831, 0.876169, 0.873831],[0.373831, 0.373831, 0.376169],[0.876169, 0.876169, 0.873831],[0.373831, 0.876169, 0.376169],[0.876169, 0.373831, 0.873831],[0.123831, 0.123831, 0.126169],[0.626169, 0.626169, 0.623831],[0.626169, 0.123831, 0.126169],[0.123831, 0.626169, 0.623831],[0.626169, 0.123831, 0.623831],[0.123831, 0.626169, 0.126169],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5]"
"a,x4","10.7363,0.359678",aflow:7198b9a48a58092a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2La2O7_ICSD_173790,Hf4La4O14,"7.59174,7.59174,7.59174,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.359678, 0.359678, 0.390322],[0.890322, 0.890322, 0.859678],[0.359678, 0.890322, 0.390322],[0.890322, 0.359678, 0.859678],[0.890322, 0.359678, 0.390322],[0.359678, 0.890322, 0.859678],[0.109678, 0.640322, 0.140322],[0.640322, 0.109678, 0.609678],[0.109678, 0.109678, 0.140322],[0.640322, 0.640322, 0.609678],[0.109678, 0.640322, 0.609678],[0.640322, 0.109678, 0.140322],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375]"
"a,x4","10.5375,0.843816",aflow:7146000986be1a20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er2O7Sn2_ICSD_84749,Er4O14Sn4,"7.45113,7.45113,7.45113,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0.656184, 0.656184, 0.593816],[0.0938163, 0.0938163, 0.156184],[0.0938163, 0.656184, 0.593816],[0.656184, 0.0938163, 0.156184],[0.656184, 0.0938163, 0.593816],[0.0938163, 0.656184, 0.156184],[0.343816, 0.906184, 0.843816],[0.906184, 0.343816, 0.406184],[0.906184, 0.906184, 0.843816],[0.343816, 0.343816, 0.406184],[0.343816, 0.906184, 0.406184],[0.906184, 0.343816, 0.843816],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0, 0, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5]"
"a,x4","10.0527,0.830118",aflow:72ded1ad94619a81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Y2_ICSD_56516,Mn4O14Y4,"7.10835,7.10835,7.10835,60,60,60","[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0],[0.0801175, 0.669882, 0.669882],[0.669882, 0.0801175, 0.0801175],[0.669882, 0.669882, 0.0801175],[0.0801175, 0.0801175, 0.669882],[0.669882, 0.0801175, 0.669882],[0.0801175, 0.669882, 0.0801175],[0.919882, 0.919882, 0.330118],[0.330118, 0.330118, 0.919882],[0.330118, 0.919882, 0.919882],[0.919882, 0.330118, 0.330118],[0.330118, 0.919882, 0.330118],[0.919882, 0.330118, 0.919882],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5]"
